<<<<<<< Updated upstream
"title";"amount";"department";"topic";"views";"city";"date"
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"10 ";"Food, Civil Supplies and Consumer Affairs";" INR";610;"
                      I Paid Rs. 610 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"Birth Certificate";"Agra
                      ";" Uttar Pradesh";"22 ";"Municipal Services";" INR";2400;"
                      I Paid Rs. 2400 to Municipal Services in Agra.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"10 ";"Food, Civil Supplies and Consumer Affairs";" INR";1610;"
                      I Paid Rs. 1610 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"11 ";"Food, Civil Supplies and Consumer Affairs";" INR";3200;"
                      I Paid Rs. 3200 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"Birth Certificate";"Agra
                      ";" Uttar Pradesh";"20 ";"Municipal Services";" INR";3610;"
                      I Paid Rs. 3610 to Municipal Services in Agra.
                    "
"2015-10-12";"Birth Certificate";"Agra
                      ";" Uttar Pradesh";"21 ";"Municipal Services";" INR";800;"
                      I Paid Rs. 800 to Municipal Services in Agra.
                    "
"2015-10-12";"Birth Certificate";"Agra
                      ";" Uttar Pradesh";"14 ";"Municipal Services";" INR";1200;"
                      I Paid Rs. 1200 to Municipal Services in Agra.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"13 ";"Food, Civil Supplies and Consumer Affairs";" INR";800;"
                      I Paid Rs. 800 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"Birth Certificate";"Agra
                      ";" Uttar Pradesh";"18 ";"Municipal Services";" INR";3200;"
                      I Paid Rs. 3200 to Municipal Services in Agra.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"12 ";"Food, Civil Supplies and Consumer Affairs";" INR";900;"
                      I Paid Rs. 900 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"Filing FIR";"Bangalore
                      ";" Karnataka";"82 ";"Police";" INR";6500;"
                      I Paid Rs. 6500 to Police in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"11 ";"Food, Civil Supplies and Consumer Affairs";" INR";500;"
                      I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"Birth Certificate";"Aligarh
                      ";" Uttar Pradesh";"43 ";"Municipal Services";" INR";4000;"
                      I Paid Rs. 4000 to Municipal Services in Aligarh.
                    "
"2015-10-12";"Marriage Certificate";"Bangalore
                      ";" Karnataka";"91 ";"Stamps and Registration";" INR";6500;"
                      I Paid Rs. 6500 to Stamps and Registration in Bangalore.
                    "
"2015-10-12";"New PAN Card";"Bangalore
                      ";" Karnataka";"101 ";"Income Tax";" INR";600;"
                      I Paid Rs. 600 to Income Tax in Bangalore.
                    "
"2015-10-12";"Marriage Certificate";"Bangalore
                      ";" Karnataka";"85 ";"Stamps and Registration";" INR";6500;"
                      I Paid Rs. 6500 to Stamps and Registration in Bangalore.
                    "
"2015-10-12";"New PAN Card";"Bangalore
                      ";" Karnataka";"88 ";"Income Tax";" INR";500;"
                      I Paid Rs. 500 to Income Tax in Bangalore.
                    "
"2015-10-12";"Marriage Certificate";"Bangalore
                      ";" Karnataka";"78 ";"Stamps and Registration";" INR";6500;"
                      I Paid Rs. 6500 to Stamps and Registration in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"11 ";"Food, Civil Supplies and Consumer Affairs";" INR";1200;"
                      I Paid Rs. 1200 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"New Domestic Driving License";"Bangalore
                      ";" Karnataka";"118 ";"Transport";" INR";5000;"
                      I Paid Rs. 5000 to Transport in Bangalore.
                    "
"2015-10-12";"Birth Certificate";"Bangalore
                      ";" Karnataka";"46 ";"Municipal Services";" INR";2500;"
                      I Paid Rs. 2500 to Municipal Services in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"11 ";"Food, Civil Supplies and Consumer Affairs";" INR";4000;"
                      I Paid Rs. 4000 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"Birth Certificate";"Agra
                      ";" Uttar Pradesh";"14 ";"Municipal Services";" INR";1500;"
                      I Paid Rs. 1500 to Municipal Services in Agra.
                    "
"2015-10-12";"Issue of Ration Card";"Bangalore
                      ";" Karnataka";"39 ";"Food, Civil Supplies and Consumer Affairs";" INR";1500;"
                      I Paid Rs. 1500 to Food, Civil Supplies and Consumer Affairs in Bangalore.
                    "
"2015-10-12";"Marriage Certificate";"Bangalore
                      ";" Karnataka";"55 ";"Stamps and Registration";" INR";6500;"
                      I Paid Rs. 6500 to Stamps and Registration in Bangalore.
                    "
"2015-10-12";"Birth Certificate";"Agra
                      ";" Uttar Pradesh";"12 ";"Municipal Services";" INR";2500;"
                      I Paid Rs. 2500 to Municipal Services in Agra.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"8 ";"Food, Civil Supplies and Consumer Affairs";" INR";3000;"
                      I Paid Rs. 3000 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"New Domestic Driving License";"Bangalore
                      ";" Karnataka";"67 ";"Transport";" INR";6500;"
                      I Paid Rs. 6500 to Transport in Bangalore.
                    "
"2015-10-12";"Marriage Certificate";"Bangalore
                      ";" Karnataka";"31 ";"Stamps and Registration";" INR";6500;"
                      I Paid Rs. 6500 to Stamps and Registration in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"8 ";"Food, Civil Supplies and Consumer Affairs";" INR";2000;"
                      I Paid Rs. 2000 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"New PAN Card";"Bangalore
                      ";" Karnataka";"64 ";"Income Tax";" INR";1000;"
                      I Paid Rs. 1000 to Income Tax in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"14 ";"Food, Civil Supplies and Consumer Affairs";" INR";1000;"
                      I Paid Rs. 1000 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"Marriage Certificate";"Bangalore
                      ";" Karnataka";"39 ";"Stamps and Registration";" INR";8500;"
                      I Paid Rs. 8500 to Stamps and Registration in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"11 ";"Food, Civil Supplies and Consumer Affairs";" INR";1800;"
                      I Paid Rs. 1800 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"11 ";"Food, Civil Supplies and Consumer Affairs";" INR";2400;"
                      I Paid Rs. 2400 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"13 ";"Food, Civil Supplies and Consumer Affairs";" INR";2610;"
                      I Paid Rs. 2610 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"Marriage Certificate";"Bangalore
                      ";" Karnataka";"34 ";"Stamps and Registration";" INR";6500;"
                      I Paid Rs. 6500 to Stamps and Registration in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"17 ";"Food, Civil Supplies and Consumer Affairs";" INR";3610;"
                      I Paid Rs. 3610 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"Issue of Ration Card";"Bangalore
                      ";" Karnataka";"28 ";"Food, Civil Supplies and Consumer Affairs";" INR";1000;"
                      I Paid Rs. 1000 to Food, Civil Supplies and Consumer Affairs in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Bangalore
                      ";" Karnataka";"28 ";"Food, Civil Supplies and Consumer Affairs";" INR";5000;"
                      I Paid Rs. 5000 to Food, Civil Supplies and Consumer Affairs in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"11 ";"Food, Civil Supplies and Consumer Affairs";" INR";800;"
                      I Paid Rs. 800 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"Birth Certificate";"Bangalore
                      ";" Karnataka";"19 ";"Municipal Services";" INR";2500;"
                      I Paid Rs. 2500 to Municipal Services in Bangalore.
                    "
"2015-10-12";"Marriage Certificate";"Bangalore
                      ";" Karnataka";"32 ";"Stamps and Registration";" INR";6500;"
                      I Paid Rs. 6500 to Stamps and Registration in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"11 ";"Food, Civil Supplies and Consumer Affairs";" INR";1200;"
                      I Paid Rs. 1200 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"New PAN Card";"Bangalore
                      ";" Karnataka";"51 ";"Income Tax";" INR";250;"
                      I Paid Rs. 250 to Income Tax in Bangalore.
                    "
"2015-10-12";"Birth Certificate";"Bangalore
                      ";" Karnataka";"26 ";"Municipal Services";" INR";2000;"
                      I Paid Rs. 2000 to Municipal Services in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"12 ";"Food, Civil Supplies and Consumer Affairs";" INR";3200;"
                      I Paid Rs. 3200 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"13 ";"Food, Civil Supplies and Consumer Affairs";" INR";4000;"
                      I Paid Rs. 4000 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"Marriage Certificate";"Bangalore
                      ";" Karnataka";"19 ";"Stamps and Registration";" INR";6500;"
                      I Paid Rs. 6500 to Stamps and Registration in Bangalore.
                    "
"2015-10-12";"Filing FIR";"Bangalore
                      ";" Karnataka";"62 ";"Police";" INR";6500;"
                      I Paid Rs. 6500 to Police in Bangalore.
                    "
"2015-10-12";"Birth Certificate";"Bangalore
                      ";" Karnataka";"15 ";"Municipal Services";" INR";5600;"
                      I Paid Rs. 5600 to Municipal Services in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"9 ";"Food, Civil Supplies and Consumer Affairs";" INR";15000;"
                      I Paid Rs. 15000 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"Police Verification for Passport";"Pune
                      ";" Maharashtra";"75 ";"Police";" INR";60000;"
                      I Paid Rs. 60000 to Police in Pune.
                    "
"2015-10-12";"Marriage Certificate";"Bangalore
                      ";" Karnataka";"12 ";"Stamps and Registration";" INR";6500;"
                      I Paid Rs. 6500 to Stamps and Registration in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Bangalore
                      ";" Karnataka";"6 ";"Food, Civil Supplies and Consumer Affairs";" INR";2500;"
                      I Paid Rs. 2500 to Food, Civil Supplies and Consumer Affairs in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"6 ";"Food, Civil Supplies and Consumer Affairs";" INR";3000;"
                      I Paid Rs. 3000 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"10 ";"Food, Civil Supplies and Consumer Affairs";" INR";2500;"
                      I Paid Rs. 2500 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"Birth Certificate";"Agra
                      ";" Uttar Pradesh";"17 ";"Municipal Services";" INR";500;"
                      I Paid Rs. 500 to Municipal Services in Agra.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"11 ";"Food, Civil Supplies and Consumer Affairs";" INR";2000;"
                      I Paid Rs. 2000 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"Birth Certificate";"Agra
                      ";" Uttar Pradesh";"17 ";"Municipal Services";" INR";610;"
                      I Paid Rs. 610 to Municipal Services in Agra.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"11 ";"Food, Civil Supplies and Consumer Affairs";" INR";2500;"
                      I Paid Rs. 2500 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"Filing FIR";"Bangalore
                      ";" Karnataka";"38 ";"Police";" INR";65000;"
                      I Paid Rs. 65000 to Police in Bangalore.
                    "
"2015-10-12";"Birth Certificate";"Agra
                      ";" Uttar Pradesh";"17 ";"Municipal Services";" INR";1500;"
                      I Paid Rs. 1500 to Municipal Services in Agra.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"9 ";"Food, Civil Supplies and Consumer Affairs";" INR";1400;"
                      I Paid Rs. 1400 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"Birth Certificate";"Agra
                      ";" Uttar Pradesh";"17 ";"Municipal Services";" INR";1200;"
                      I Paid Rs. 1200 to Municipal Services in Agra.
                    "
"2015-10-12";"Marriage Certificate";"Bangalore
                      ";" Karnataka";"22 ";"Stamps and Registration";" INR";5000;"
                      I Paid Rs. 5000 to Stamps and Registration in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"7 ";"Food, Civil Supplies and Consumer Affairs";" INR";800;"
                      I Paid Rs. 800 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"Marriage Certificate";"Bangalore
                      ";" Karnataka";"19 ";"Stamps and Registration";" INR";6500;"
                      I Paid Rs. 6500 to Stamps and Registration in Bangalore.
                    "
"2015-10-12";"Birth Certificate";"Agra
                      ";" Uttar Pradesh";"14 ";"Municipal Services";" INR";4000;"
                      I Paid Rs. 4000 to Municipal Services in Agra.
                    "
"2015-10-12";"New Domestic Driving License";"Bangalore
                      ";" Karnataka";"91 ";"Transport";" INR";5600;"
                      I Paid Rs. 5600 to Transport in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"8 ";"Food, Civil Supplies and Consumer Affairs";" INR";900;"
                      I Paid Rs. 900 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"New Domestic Driving License";"Bangalore
                      ";" Karnataka";"46 ";"Transport";" INR";6500;"
                      I Paid Rs. 6500 to Transport in Bangalore.
                    "
"2015-10-12";"Birth Certificate";"Agra
                      ";" Uttar Pradesh";"14 ";"Municipal Services";" INR";3000;"
                      I Paid Rs. 3000 to Municipal Services in Agra.
                    "
"2015-10-12";"Duplicate Registration Certificate";"Bangalore
                      ";" Karnataka";"59 ";"Transport";" INR";50000;"
                      I Paid Rs. 50000 to Transport in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"8 ";"Food, Civil Supplies and Consumer Affairs";" INR";500;"
                      I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"Birth Certificate";"Bangalore
                      ";" Karnataka";"12 ";"Municipal Services";" INR";5800;"
                      I Paid Rs. 5800 to Municipal Services in Bangalore.
                    "
"2015-10-12";"Birth Certificate";"Agra
                      ";" Uttar Pradesh";"27 ";"Municipal Services";" INR";2000;"
                      I Paid Rs. 2000 to Municipal Services in Agra.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"8 ";"Food, Civil Supplies and Consumer Affairs";" INR";610;"
                      I Paid Rs. 610 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"Marriage Certificate";"Bangalore
                      ";" Karnataka";"18 ";"Stamps and Registration";" INR";5500;"
                      I Paid Rs. 5500 to Stamps and Registration in Bangalore.
                    "
"2015-10-12";"C Form";"Mumbai
                      ";" Maharashtra";"79 ";"Commercial Tax, Sales Tax, VAT";" INR";6000;"
                      I Paid Rs. 6000 to Commercial Tax, Sales Tax, VAT in Mumbai.
                    "
"2015-10-12";"New Domestic Driving License";"Bangalore
                      ";" Karnataka";"38 ";"Transport";" INR";5000;"
                      I Paid Rs. 5000 to Transport in Bangalore.
                    "
"2015-10-12";"Birth Certificate";"Agra
                      ";" Uttar Pradesh";"21 ";"Municipal Services";" INR";1000;"
                      I Paid Rs. 1000 to Municipal Services in Agra.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"9 ";"Food, Civil Supplies and Consumer Affairs";" INR";1500;"
                      I Paid Rs. 1500 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"Issue of Ration Card";"Bangalore
                      ";" Karnataka";"7 ";"Food, Civil Supplies and Consumer Affairs";" INR";500;"
                      I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Bangalore.
                    "
"2015-10-12";"Marriage Certificate";"Bangalore
                      ";" Karnataka";"13 ";"Stamps and Registration";" INR";5000;"
                      I Paid Rs. 5000 to Stamps and Registration in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"9 ";"Food, Civil Supplies and Consumer Affairs";" INR";1200;"
                      I Paid Rs. 1200 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"Birth Certificate";"Bangalore
                      ";" Karnataka";"8 ";"Municipal Services";" INR";5200;"
                      I Paid Rs. 5200 to Municipal Services in Bangalore.
                    "
"2015-10-12";"Filing FIR";"Bangalore
                      ";" Karnataka";"35 ";"Police";" INR";25000;"
                      I Paid Rs. 25000 to Police in Bangalore.
                    "
"2015-10-12";"Birth Certificate";"Agra
                      ";" Uttar Pradesh";"25 ";"Municipal Services";" INR";1800;"
                      I Paid Rs. 1800 to Municipal Services in Agra.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"11 ";"Food, Civil Supplies and Consumer Affairs";" INR";4000;"
                      I Paid Rs. 4000 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"Issue of Ration Card";"Bangalore
                      ";" Karnataka";"10 ";"Food, Civil Supplies and Consumer Affairs";" INR";2500;"
                      I Paid Rs. 2500 to Food, Civil Supplies and Consumer Affairs in Bangalore.
                    "
"2015-10-12";"Duplicate Registration Certificate";"Bangalore
                      ";" Karnataka";"47 ";"Transport";" INR";2500;"
                      I Paid Rs. 2500 to Transport in Bangalore.
                    "
"2015-10-12";"Birth Certificate";"Agra
                      ";" Uttar Pradesh";"20 ";"Municipal Services";" INR";2400;"
                      I Paid Rs. 2400 to Municipal Services in Agra.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"14 ";"Food, Civil Supplies and Consumer Affairs";" INR";3000;"
                      I Paid Rs. 3000 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"Birth Certificate";"Bangalore
                      ";" Karnataka";"11 ";"Municipal Services";" INR";3500;"
                      I Paid Rs. 3500 to Municipal Services in Bangalore.
                    "
"2015-10-12";"Customs Check and Clearance";"Bangalore
                      ";" Karnataka";"97 ";"Customs, Excise and Service Tax";" INR";5800;"
                      I Paid Rs. 5800 to Customs, Excise and Service Tax in Bangalore.
                    "
"2015-10-12";"Birth Certificate";"Agra
                      ";" Uttar Pradesh";"13 ";"Municipal Services";" INR";2610;"
                      I Paid Rs. 2610 to Municipal Services in Agra.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"11 ";"Food, Civil Supplies and Consumer Affairs";" INR";2000;"
                      I Paid Rs. 2000 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"New Domestic Driving License";"Bangalore
                      ";" Karnataka";"47 ";"Transport";" INR";4500;"
                      I Paid Rs. 4500 to Transport in Bangalore.
                    "
"2015-10-12";"C Form";"Bangalore
                      ";" Karnataka";"65 ";"Commercial Tax, Sales Tax, VAT";" INR";5000;"
                      I Paid Rs. 5000 to Commercial Tax, Sales Tax, VAT in Bangalore.
                    "
"2015-10-12";"Birth Certificate";"Agra
                      ";" Uttar Pradesh";"18 ";"Municipal Services";" INR";3610;"
                      I Paid Rs. 3610 to Municipal Services in Agra.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"10 ";"Food, Civil Supplies and Consumer Affairs";" INR";1000;"
                      I Paid Rs. 1000 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"Duplicate Registration Certificate";"Bangalore
                      ";" Karnataka";"22 ";"Transport";" INR";2500;"
                      I Paid Rs. 2500 to Transport in Bangalore.
                    "
"2015-10-12";"Registration of Flat or Apartment";"Bangalore
                      ";" Karnataka";"22 ";"Stamps and Registration";" INR";45000;"
                      I Paid Rs. 45000 to Stamps and Registration in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"10 ";"Food, Civil Supplies and Consumer Affairs";" INR";1800;"
                      I Paid Rs. 1800 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"Registration of Property";"Bangalore
                      ";" Karnataka";"17 ";"Stamps and Registration";" INR";5600;"
                      I Paid Rs. 5600 to Stamps and Registration in Bangalore.
                    "
"2015-10-12";"Traffic Violations";"Bangalore
                      ";" Karnataka";"31 ";"Police";" INR";5500;"
                      I Paid Rs. 5500 to Police in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"14 ";"Food, Civil Supplies and Consumer Affairs";" INR";2400;"
                      I Paid Rs. 2400 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"New Domestic Driving License";"Bangalore
                      ";" Karnataka";"27 ";"Transport";" INR";3200;"
                      I Paid Rs. 3200 to Transport in Bangalore.
                    "
"2015-10-12";"C Form";"New Delhi
                      ";" Delhi";"89 ";"Commercial Tax, Sales Tax, VAT";" INR";9000;"
                      I Paid Rs. 9000 to Commercial Tax, Sales Tax, VAT in New Delhi.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"11 ";"Food, Civil Supplies and Consumer Affairs";" INR";2610;"
                      I Paid Rs. 2610 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"10 ";"Food, Civil Supplies and Consumer Affairs";" INR";3610;"
                      I Paid Rs. 3610 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"Police Verification for Passport";"Bangalore
                      ";" Karnataka";"27 ";"Police";" INR";2500;"
                      I Paid Rs. 2500 to Police in Bangalore.
                    "
"2015-10-12";"Duplicate Registration Certificate";"Bangalore
                      ";" Karnataka";"22 ";"Transport";" INR";5200;"
                      I Paid Rs. 5200 to Transport in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"11 ";"Food, Civil Supplies and Consumer Affairs";" INR";800;"
                      I Paid Rs. 800 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"Issue of Ration Card";"Bangalore
                      ";" Karnataka";"9 ";"Food, Civil Supplies and Consumer Affairs";" INR";650;"
                      I Paid Rs. 650 to Food, Civil Supplies and Consumer Affairs in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"10 ";"Food, Civil Supplies and Consumer Affairs";" INR";1200;"
                      I Paid Rs. 1200 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"Birth Certificate";"Bangalore
                      ";" Karnataka";"11 ";"Municipal Services";" INR";3000;"
                      I Paid Rs. 3000 to Municipal Services in Bangalore.
                    "
"2015-10-12";"Marriage Certificate";"Bangalore
                      ";" Karnataka";"21 ";"Stamps and Registration";" INR";5600;"
                      I Paid Rs. 5600 to Stamps and Registration in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"12 ";"Food, Civil Supplies and Consumer Affairs";" INR";3200;"
                      I Paid Rs. 3200 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"Filing FIR";"Bangalore
                      ";" Karnataka";"28 ";"Police";" INR";25000;"
                      I Paid Rs. 25000 to Police in Bangalore.
                    "
"2015-10-12";"Marriage Certificate";"Bangalore
                      ";" Karnataka";"18 ";"Stamps and Registration";" INR";6000;"
                      I Paid Rs. 6000 to Stamps and Registration in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"9 ";"Food, Civil Supplies and Consumer Affairs";" INR";4000;"
                      I Paid Rs. 4000 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"Birth Certificate";"Agra
                      ";" Uttar Pradesh";"15 ";"Municipal Services";" INR";2500;"
                      I Paid Rs. 2500 to Municipal Services in Agra.
                    "
"2015-10-12";"New Domestic Driving License";"Bangalore
                      ";" Karnataka";"18 ";"Transport";" INR";2500;"
                      I Paid Rs. 2500 to Transport in Bangalore.
                    "
"2015-10-12";"Customs Check and Clearance";"Bangalore
                      ";" Karnataka";"89 ";"Customs, Excise and Service Tax";" INR";60000;"
                      I Paid Rs. 60000 to Customs, Excise and Service Tax in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"6 ";"Food, Civil Supplies and Consumer Affairs";" INR";1500;"
                      I Paid Rs. 1500 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"Birth Certificate";"Aligarh
                      ";" Uttar Pradesh";"47 ";"Municipal Services";" INR";2000;"
                      I Paid Rs. 2000 to Municipal Services in Aligarh.
                    "
"2015-10-12";"Marriage Certificate";"Bangalore
                      ";" Karnataka";"17 ";"Stamps and Registration";" INR";5000;"
                      I Paid Rs. 5000 to Stamps and Registration in Bangalore.
                    "
"2015-10-12";"Customs Check and Clearance";"Bangalore
                      ";" Karnataka";"61 ";"Customs, Excise and Service Tax";" INR";15000;"
                      I Paid Rs. 15000 to Customs, Excise and Service Tax in Bangalore.
                    "
"2015-10-12";"Police Verification for Passport";"Chennai
                      ";" Tamil Nadu";"248 ";"Passport";" INR";9000;"
                      I Paid Rs. 9000 to Passport in Chennai.
                    "
"2015-10-12";"Issue of Ration Card";"Bangalore
                      ";" Karnataka";"4 ";"Food, Civil Supplies and Consumer Affairs";" INR";520;"
                      I Paid Rs. 520 to Food, Civil Supplies and Consumer Affairs in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"6 ";"Food, Civil Supplies and Consumer Affairs";" INR";3000;"
                      I Paid Rs. 3000 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"Passport Delivery";"Bangalore
                      ";" Karnataka";"161 ";"Passport";" INR";2000;"
                      I Paid Rs. 2000 to Passport in Bangalore.
                    "
"2015-10-12";"Police Verification for Passport";"Bangalore
                      ";" Karnataka";"103 ";"Passport";" INR";2500;"
                      I Paid Rs. 2500 to Passport in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Indore
                      ";" Madhya Pradesh";"6 ";"Food, Civil Supplies and Consumer Affairs";" INR";2500;"
                      I Paid Rs. 2500 to Food, Civil Supplies and Consumer Affairs in Indore.
                    "
"2015-10-12";"Registration of Property";"Bangalore
                      ";" Karnataka";"16 ";"Stamps and Registration";" INR";25000;"
                      I Paid Rs. 25000 to Stamps and Registration in Bangalore.
                    "
